age,fnlwgt,education,educationNum,married,race,sex,capitalGain,capitalLoss,hrPerWeek,income
37,75024,2,9,1,5,1,0,0,25,1
69,174474,1,6,1,5,1,0,0,28,1
43,145441,5,13,2,5,2,0,0,50,2
53,83434,5,13,1,2,1,0,0,21,2
20,691830,2,9,1,3,1,0,0,35,1
22,189203,5,13,1,5,2,0,0,50,1
48,115784,1,5,2,5,2,0,0,44,1
40,280167,6,14,2,5,2,0,0,40,2
68,407338,3,10,2,5,2,0,0,20,1
39,52978,3,10,1,5,1,0,1721,55,1
57,169329,2,9,2,3,2,0,1887,40,2
23,315065,1,6,1,5,2,0,0,60,1
25,167835,5,13,2,5,1,0,0,38,2
22,63105,2,9,1,3,2,0,0,40,1
23,520775,1,8,1,5,2,0,0,30,1
41,47902,5,13,2,5,2,0,0,45,2
25,145434,3,10,1,5,1,0,0,25,1
58,56392,3,10,2,5,2,0,0,40,1
33,162312,2,9,1,2,2,0,0,45,1
28,204074,6,14,2,5,2,0,0,48,1
19,99246,1,7,1,5,1,0,0,25,1
44,102085,3,10,1,5,1,0,0,40,1
68,168794,1,1,1,5,2,0,0,10,1
33,332379,2,9,2,5,2,0,0,40,2
24,233419,2,9,1,5,1,0,0,40,1
44,57233,2,9,2,5,2,0,0,50,1
38,192337,5,13,2,5,2,7688,0,40,2
31,442429,2,9,1,5,1,0,0,40,1
29,369114,2,9,1,5,1,0,0,40,1
65,261334,1,5,1,5,1,0,0,40,1
55,160303,2,9,1,5,1,0,0,40,1
49,50474,2,9,2,5,2,0,0,40,1
27,321577,2,9,1,3,1,0,0,40,1
41,29591,2,9,1,5,2,0,0,30,1
33,334744,3,10,2,5,2,0,0,50,2
22,269474,2,9,1,5,2,0,0,40,1
41,287306,2,9,2,5,2,0,1902,40,2
66,33619,2,9,2,3,2,0,0,4,1
38,149347,3,10,1,5,2,0,0,60,1
43,96249,2,9,2,5,2,0,0,42,2
40,370502,3,10,2,5,2,0,0,40,1
32,188246,3,10,2,5,2,0,0,40,2
30,167558,2,9,1,5,1,0,0,35,1
35,292185,5,13,2,5,2,0,0,40,1
41,101593,6,14,2,5,2,15024,0,50,2
33,70164,5,13,1,1,2,0,0,60,1
36,269722,5,13,2,5,2,0,0,55,2
33,175502,5,13,2,5,2,0,0,60,1
53,233165,2,9,2,5,2,0,0,60,2
27,177351,5,13,1,5,2,0,0,45,1
22,212114,5,13,1,5,1,0,0,15,1
26,288959,2,9,2,3,2,0,0,36,1
64,231619,2,9,2,5,1,0,0,21,1
48,146919,3,10,1,5,1,0,0,45,1
23,388811,2,9,1,5,1,0,0,40,1
26,243560,3,10,1,5,1,0,0,40,1
35,98360,5,13,2,5,2,0,0,40,1
46,369538,3,10,2,5,2,0,0,40,2
65,31740,3,10,1,5,1,0,0,45,1
53,223660,2,9,1,5,2,6849,0,40,1
18,333611,1,3,1,5,2,0,0,54,1
34,108247,7,15,2,5,2,0,0,55,2
28,76129,2,9,1,5,1,0,0,40,1
37,91711,5,13,2,5,2,0,0,60,2
61,166855,5,13,2,5,2,0,0,10,1
59,182062,5,13,2,5,2,5013,0,40,1
32,252752,6,14,1,5,1,13550,0,60,2
31,43953,5,13,2,5,1,0,0,35,1
25,84224,5,13,1,5,1,0,0,40,1
81,100675,1,2,2,5,2,0,0,15,1
47,155509,2,9,1,3,1,0,0,35,1
39,29814,2,9,2,5,2,0,0,40,1
37,241805,3,10,2,3,2,0,0,30,1
44,214838,2,9,2,5,2,0,0,45,2
37,240810,4,12,2,5,2,0,0,45,1
41,154076,3,10,2,5,2,0,0,50,2
27,175552,1,3,2,5,1,0,0,40,1
55,170287,3,10,2,5,2,0,0,40,2
60,145995,5,13,2,5,2,0,0,40,2
22,433669,4,12,1,5,2,0,0,36,1
23,233626,5,13,1,5,2,0,0,25,1
19,607799,2,9,1,5,1,0,0,60,1
45,88500,3,10,2,5,2,0,0,44,2
36,127809,2,9,1,3,1,0,0,30,1
46,243743,5,13,2,5,2,0,0,40,2
48,177211,1,7,2,5,2,0,0,40,1
39,231180,2,9,2,5,2,0,0,50,1
29,253856,5,13,2,5,2,0,0,20,1
39,177075,2,9,1,5,1,0,0,40,1
26,152855,2,9,1,4,1,0,0,40,1
37,191137,4,12,1,5,2,0,0,25,1
49,255559,3,10,2,5,1,0,0,40,2
27,169815,5,13,1,5,2,0,0,40,1
28,221215,1,6,1,5,2,0,0,40,1
35,270059,3,10,1,5,1,0,0,30,1
54,31588,2,9,2,5,2,2635,0,40,1
17,345403,1,6,1,5,2,0,0,40,1
18,194897,2,9,1,1,2,0,0,40,1
33,388741,3,10,1,4,1,0,0,38,1
33,355856,4,12,2,2,2,0,0,60,1
51,122109,3,10,2,5,1,0,0,35,1
49,75673,2,9,1,2,1,0,0,40,1
49,141058,3,10,1,5,2,0,2339,50,1
41,47902,3,10,2,5,2,0,0,35,2
64,221343,1,2,1,5,1,0,0,12,1
40,255675,3,10,2,5,2,0,0,40,2
49,203505,2,9,1,5,1,0,0,40,1
23,125106,5,13,1,5,1,0,0,40,1
34,139890,3,10,1,5,1,0,0,40,1
38,76878,1,7,2,5,2,5178,0,40,2
47,28035,3,10,2,5,2,0,0,86,1
30,43953,2,9,1,5,1,0,1974,40,1
36,163237,4,12,2,5,2,0,0,40,2
23,55890,5,13,1,5,1,0,0,40,1
47,255934,3,10,2,5,2,0,0,80,1
61,168654,2,9,1,5,1,0,0,40,1
47,39986,5,13,2,5,2,0,0,40,1
56,208451,5,13,2,5,2,0,0,40,2
20,206681,1,8,1,5,1,0,0,55,1
33,117779,2,9,2,5,1,0,0,46,2
36,129150,2,9,2,5,2,0,0,50,2
38,177273,2,9,2,5,1,0,0,35,1
34,226443,3,10,2,5,2,0,0,40,2
56,146326,2,9,2,5,2,0,0,50,1
32,187901,4,11,1,5,1,0,0,23,1
26,97153,4,12,2,5,2,5178,0,40,2
49,188694,5,13,1,5,2,0,0,40,2
71,187493,2,9,2,5,2,0,0,40,2
19,212468,3,10,1,5,1,0,0,15,1
20,84726,3,10,1,5,1,0,0,40,1
42,137907,2,9,1,5,1,0,0,35,1
51,34361,3,10,2,5,1,0,0,20,2
38,254114,3,10,2,3,1,0,0,40,1
38,170174,1,6,2,5,2,0,0,40,2
35,190895,5,13,1,5,2,0,0,25,1
24,317443,5,13,2,3,1,0,0,40,1
40,375603,2,9,1,3,2,0,0,40,1
21,203076,2,9,1,5,2,0,0,35,1
49,53893,2,9,1,5,2,0,0,40,1
18,171748,3,10,1,3,1,0,0,24,1
54,167770,2,9,2,5,2,0,1902,55,2
52,204584,5,13,2,5,1,0,0,42,1
27,660870,5,13,1,5,1,0,0,60,1
20,105686,2,9,1,5,2,0,0,40,1
38,70282,6,14,2,3,1,15024,0,2,2
31,148607,3,10,1,5,2,0,0,40,1
25,255849,2,9,1,5,1,0,0,40,1
19,255921,3,10,1,5,2,0,0,20,1
33,113326,3,10,2,5,2,0,0,50,1
23,440456,5,13,1,5,2,0,0,40,1
34,105493,6,14,1,5,1,0,0,40,1
42,259757,5,13,1,5,2,0,653,50,2
37,89491,6,14,1,5,1,0,0,40,1
25,171818,5,13,1,5,1,0,0,40,1
40,51151,4,11,2,5,2,0,0,40,1
33,188957,5,13,1,5,1,0,0,40,1
31,97933,3,10,1,5,1,0,0,40,1
32,195447,5,13,2,5,2,0,0,45,1
63,46907,5,13,2,5,2,0,0,8,2
54,383365,5,13,2,5,2,0,0,70,2
32,203408,2,9,2,5,2,0,0,44,1
29,148182,2,9,2,3,2,0,0,40,1
26,211497,3,10,2,5,2,0,0,40,1
39,48063,3,10,2,5,2,0,0,60,1
57,211804,5,13,2,5,2,3103,0,50,2
54,185407,3,10,2,5,2,0,0,40,1
57,225927,1,6,2,5,2,0,0,40,1
23,314525,5,13,1,5,2,0,0,40,1
27,208577,3,10,2,5,2,0,0,45,2
42,222884,5,13,1,5,2,0,0,55,2
31,209538,1,6,2,5,2,0,0,40,1
49,177114,6,14,1,5,1,0,0,60,1
50,173754,2,9,2,5,2,0,0,40,1
46,121370,2,9,1,5,1,0,0,30,1
37,67125,2,9,1,5,2,0,0,60,1
26,67240,2,9,2,5,2,0,0,40,1
27,198346,5,13,1,5,1,0,0,35,1
24,141003,3,10,1,5,2,0,0,25,1
24,60668,2,9,1,5,2,0,0,40,1
29,104256,2,9,1,5,1,0,0,34,1
47,131002,5,13,2,5,2,0,0,50,2
33,155151,3,10,2,5,2,0,1740,50,1
26,177720,4,12,1,5,1,0,0,45,1
20,39615,3,10,1,5,2,0,0,40,1
25,203871,4,11,2,5,1,0,1887,40,2
57,25045,5,13,1,5,2,2174,0,37,1
36,112264,2,9,2,5,2,0,0,50,1
25,169100,6,14,2,5,2,0,0,40,1
46,155659,5,13,2,5,2,0,0,40,2
39,291665,2,9,2,5,2,4508,0,24,1
29,224215,3,10,2,5,2,0,0,40,2
18,270502,1,7,1,5,1,0,0,20,1
46,125487,4,11,2,5,2,0,0,40,1
61,51385,5,13,2,5,2,0,0,50,2
41,112763,2,9,1,5,1,0,0,40,1
50,108926,3,10,1,3,1,0,0,40,1
53,366957,5,13,2,2,2,99999,0,50,2
36,109766,5,13,1,5,2,0,0,60,1
38,226106,3,10,1,3,1,0,0,40,1
75,92792,2,9,2,5,2,0,0,35,1
26,186950,4,11,2,5,1,0,0,40,2
44,230478,5,13,2,5,2,0,0,40,2
25,231638,2,9,1,5,1,0,0,40,1
31,120461,3,10,1,5,1,0,0,40,1
49,33673,1,8,1,2,2,0,0,35,1
34,191385,2,9,2,5,2,0,0,48,1
31,229946,2,9,2,5,2,0,0,40,1
47,160131,3,10,1,5,2,0,0,40,1
38,190895,5,13,2,5,2,7298,0,50,2
18,126021,2,9,1,5,1,0,0,20,1
47,27815,1,5,1,5,1,0,1719,30,1
42,203542,2,9,1,5,2,0,0,40,1
29,144592,5,13,1,5,2,0,0,40,1
38,223004,3,10,1,5,2,0,0,75,1
22,183257,3,10,1,3,1,0,0,20,1
32,172714,2,9,1,5,2,0,0,40,1
20,131611,3,10,1,5,2,0,0,48,1
41,253060,7,15,2,5,2,0,0,50,1
46,471990,2,9,2,3,2,0,0,46,2
44,138966,2,9,2,5,1,0,0,38,1
35,385412,5,13,1,5,1,0,0,40,1
18,184101,3,10,1,5,2,0,0,25,1
60,103344,2,9,2,5,2,15024,0,40,2
36,135786,1,5,2,5,2,0,0,25,1
30,227359,3,10,1,5,2,0,0,40,1
40,86912,8,16,2,5,2,0,0,50,2
21,83033,3,10,1,5,1,2176,0,20,1
25,172581,5,13,1,5,1,0,0,40,1
56,274111,6,14,1,5,2,0,1669,40,1
42,187795,3,10,2,5,2,99999,0,55,2
26,483822,1,4,1,5,2,0,0,40,1
66,220543,2,9,2,5,1,0,0,40,2
48,152953,1,4,2,5,2,0,0,32,1
35,239755,3,10,1,5,2,0,0,50,1
41,177905,6,14,2,5,2,0,0,45,2
19,200136,3,10,1,5,1,0,0,20,1
55,111625,2,9,2,5,2,0,0,40,1
42,336513,5,13,2,5,2,15024,0,60,2
45,162915,3,10,1,5,2,0,0,50,1
29,116662,5,13,1,5,2,0,0,40,1
42,24763,8,16,2,5,2,15024,0,40,2
65,225580,2,9,1,5,1,0,0,20,1
30,169104,4,12,1,2,2,0,0,40,1
43,212894,3,10,2,5,2,0,0,40,1
61,93997,1,4,2,5,2,0,0,40,1
22,189924,3,10,1,5,1,0,0,50,1
23,274424,1,7,1,5,1,0,0,40,1
34,188246,2,9,2,5,2,0,0,40,1
51,284211,2,9,1,5,1,0,0,35,1
21,198259,3,10,1,5,1,0,0,15,1
31,368517,4,12,1,2,2,0,0,40,1
34,168768,4,12,1,5,1,0,0,35,1
33,122220,3,10,2,3,1,0,0,40,2
32,136204,6,14,1,5,2,0,2824,55,2
44,175641,1,7,2,5,2,0,0,40,2
21,173324,3,10,1,3,2,0,0,20,1
75,31195,2,9,1,5,1,0,0,20,1
55,88876,6,14,2,2,2,0,0,60,2
43,176069,2,9,2,5,1,0,0,16,1
31,215297,2,9,2,5,2,0,0,45,1
41,198425,3,10,2,5,2,0,0,45,1
26,180957,6,14,1,5,2,0,0,50,1
23,206129,4,11,1,3,1,0,0,40,1
42,65950,2,9,1,3,1,0,0,40,1
29,197618,2,9,1,5,1,0,0,40,1
21,185357,2,9,1,5,2,0,0,50,1
28,134890,5,13,1,5,2,0,0,40,1
64,193043,2,9,2,5,2,0,0,40,1
35,153633,3,10,1,3,1,0,0,40,1
65,115890,5,13,2,5,2,0,0,20,1
34,394447,5,13,1,5,2,2463,0,50,1
58,343957,5,13,1,5,2,0,0,50,1
63,247986,7,15,2,5,2,0,0,30,2
50,238959,5,13,2,5,2,99999,0,60,2
59,159048,2,9,1,5,1,0,0,40,1
46,423222,5,13,2,5,2,7688,0,40,2
30,89735,4,11,2,5,2,0,0,40,2
28,31778,5,13,1,5,2,0,0,40,1
51,157327,1,3,2,3,2,0,0,8,1
47,233511,6,14,1,5,2,27828,0,60,2
30,327112,5,13,1,5,2,0,1564,40,2
34,236543,2,9,1,5,2,0,0,40,1
51,194475,3,10,1,5,1,0,0,40,1
41,303510,2,9,2,5,2,0,0,40,1
57,171242,3,10,2,5,2,0,0,40,2
28,39388,4,11,2,5,2,0,0,60,1
62,197218,2,9,1,5,1,0,0,18,1
22,151991,3,10,1,5,2,0,0,20,1
38,374524,5,13,2,5,2,0,0,40,2
34,267352,1,7,1,5,2,0,0,30,1
45,364563,2,9,2,5,2,0,0,40,2
37,186035,4,12,2,5,2,0,0,55,1
21,47541,2,9,1,5,2,0,0,40,1
49,151107,2,9,1,3,2,0,0,40,1
24,500509,2,9,1,3,2,0,0,40,1
47,138107,5,13,1,5,2,0,2258,40,2
20,225515,3,10,1,5,1,0,0,24,1
27,153291,7,15,2,5,1,0,0,50,2
40,169885,2,9,1,5,1,0,0,40,1
19,112780,3,10,1,5,1,0,0,30,1
31,175778,5,13,1,5,1,0,0,40,1
43,55213,2,9,2,5,2,0,1977,52,2
48,38950,5,13,2,5,2,15024,0,50,2
64,65991,2,9,2,5,2,7298,0,45,2
39,174330,2,9,1,5,2,0,0,40,1
50,35224,2,9,2,5,2,0,0,40,1
52,175622,4,11,1,5,1,0,0,40,1
44,164678,6,14,2,5,1,0,0,45,1
50,87263,2,9,2,5,2,0,0,55,2
54,163671,2,9,2,5,2,0,1887,65,2
17,181317,1,6,1,5,2,0,0,35,1
33,177945,2,9,2,3,2,0,0,40,1
28,47168,1,6,1,5,1,0,0,40,1
39,190023,5,13,2,5,2,0,0,60,1
33,168782,4,11,1,5,2,0,0,40,1
59,175290,1,4,1,5,2,0,0,32,1
74,145463,1,2,1,3,1,0,0,15,1
54,159755,3,10,2,5,2,0,0,40,2
31,113364,4,12,2,5,2,0,0,55,1
31,487742,3,10,1,5,1,0,0,40,1
20,304710,3,10,1,2,1,0,0,20,1
54,185846,6,14,2,5,2,0,1977,40,2
42,212894,4,11,2,5,2,2407,0,40,1
57,315460,7,15,2,5,2,0,0,36,1
49,135643,2,9,1,2,1,0,0,40,1
40,220977,8,16,2,2,2,3103,0,40,2
19,117444,2,9,1,5,2,0,0,30,1
38,202683,2,9,1,5,2,0,0,40,1
39,164866,2,9,2,5,2,0,0,42,2
43,191814,4,12,2,5,2,7688,0,50,2
32,227160,3,10,1,5,2,0,0,40,1
57,158077,5,13,2,5,1,0,0,40,1
38,191103,7,15,2,5,2,0,0,99,2
25,193701,5,13,1,5,1,0,0,38,1
40,143046,5,13,1,5,1,0,0,45,1
34,206297,5,13,2,5,2,0,0,48,2
35,188563,2,9,1,5,2,0,0,50,1
53,35102,3,10,1,5,1,0,0,34,1
21,203055,3,10,1,5,2,0,0,40,1
43,309932,5,13,2,5,2,0,0,40,1
43,243432,2,9,2,5,2,0,0,60,1
22,177107,4,11,1,3,1,0,0,35,1
64,113929,2,9,2,5,2,0,0,35,1
19,291509,1,8,1,5,2,0,0,28,1
40,222011,6,14,1,5,1,3325,0,40,1
34,186824,2,9,2,5,2,0,0,70,1
46,192768,2,9,2,5,1,0,0,40,1
35,234962,2,9,1,5,2,0,0,40,1
32,83253,3,10,2,5,2,0,0,60,1
26,248990,3,10,1,5,2,0,0,40,1
25,346159,2,9,1,5,2,0,0,40,1
55,272656,5,13,2,5,2,0,0,55,2
22,60552,3,10,1,5,1,0,0,40,1
29,33798,3,10,1,5,2,0,0,20,1
38,112158,2,9,2,5,2,0,0,99,1
55,200992,3,10,1,5,1,0,0,35,1
26,98155,2,9,2,5,2,0,0,40,1
34,79586,5,13,1,4,2,0,0,60,1
25,143062,2,9,1,5,1,0,0,40,1
39,101146,2,9,1,5,1,4650,0,40,1
18,284450,1,7,1,5,2,0,0,25,1
58,159021,1,5,2,5,2,0,0,40,1
34,353270,4,11,1,5,1,0,0,40,1
29,162312,3,10,1,2,2,0,0,45,1
49,231961,8,16,1,5,2,0,0,50,2
38,181943,5,13,1,5,1,0,0,35,1
21,163595,3,10,1,5,2,0,0,35,1
28,130856,5,13,2,5,2,0,0,40,2
42,208875,3,10,2,5,1,0,0,40,2
29,58744,4,12,1,5,2,0,0,60,1
48,116641,2,9,1,5,1,0,0,45,1
40,69333,5,13,2,5,2,0,0,40,1
36,320811,3,10,2,5,2,0,0,40,2
34,197886,5,13,2,5,2,0,0,60,2
57,253914,1,2,2,5,2,0,0,35,1
24,89154,1,5,1,5,2,0,0,40,1
32,372317,1,5,1,5,1,0,0,23,1
18,296090,2,9,1,5,2,0,0,48,1
39,192614,2,9,2,5,2,0,0,56,1
39,403489,1,7,1,5,2,0,0,40,1
18,169652,1,7,1,5,1,0,0,12,1
20,217467,3,10,1,5,2,0,0,40,1
27,162104,1,5,1,5,1,0,0,40,1
54,175912,1,6,2,5,2,0,0,40,1
40,179533,2,9,2,5,2,0,0,75,2
27,149624,3,10,2,5,2,0,0,30,1
27,289147,2,9,1,5,1,0,0,40,1
43,347720,5,13,1,5,2,0,0,50,1
22,406978,5,13,1,5,1,0,0,40,1
17,193199,1,7,1,5,1,0,0,12,1
37,163998,4,12,2,5,2,0,0,50,2
49,173115,1,6,1,3,2,4416,0,99,1
33,333701,4,11,1,3,2,0,0,40,1
21,48121,3,10,1,5,2,0,1602,10,1
45,186256,2,9,1,5,2,0,0,40,1
33,104525,2,9,2,5,2,0,0,40,1
25,104097,5,13,2,5,2,2829,0,60,1
71,212806,2,9,2,5,2,0,0,36,1
23,203353,5,13,1,5,1,0,0,45,1
41,130126,7,15,2,5,2,0,0,80,2
21,270043,1,6,1,5,1,0,0,30,1
47,218435,2,9,2,5,1,0,0,20,1
30,154120,5,13,1,5,2,0,0,65,1
40,193537,3,10,2,5,1,0,0,40,1
44,84535,3,10,1,5,1,0,0,48,1
50,150999,6,14,2,5,2,0,1977,40,2
31,157673,2,9,2,5,2,0,0,40,1
68,217424,2,9,2,5,2,0,0,24,1
45,358886,1,8,2,5,2,2407,0,50,1
38,186191,5,13,1,5,2,0,0,40,1
78,212660,1,7,2,5,2,0,0,10,1
31,31740,4,11,2,5,2,0,0,55,1
39,498785,2,9,1,5,2,0,0,40,1
36,35945,1,4,2,5,2,7298,0,45,2
46,162566,6,14,1,5,1,0,0,50,1
30,118861,3,10,2,2,2,0,0,50,2
34,206609,3,10,1,5,2,0,0,35,1
30,423064,2,9,1,3,2,0,0,35,1
47,191957,5,13,2,3,2,0,0,40,2
40,223934,3,10,2,5,1,0,0,17,2
62,129246,2,9,2,5,2,0,0,40,1
44,195486,2,9,2,3,2,0,0,70,1
40,114580,2,9,1,5,1,0,0,40,1
20,119215,3,10,1,5,2,0,0,40,1
45,240554,5,13,2,5,2,0,0,40,2
55,199067,5,13,2,5,2,15024,0,42,2
51,144084,2,9,1,5,1,0,0,40,1
38,358682,3,10,2,5,2,0,0,40,1
49,59612,6,14,2,5,2,0,0,40,2
49,391585,5,13,2,5,2,15024,0,40,2
30,101345,2,9,1,5,1,0,0,26,1
20,117618,3,10,1,5,2,0,0,40,1
34,231238,1,5,1,3,2,0,0,40,1
42,143046,2,9,1,5,1,0,0,40,1
46,326857,6,14,2,5,2,0,2415,65,2
43,203642,5,13,1,5,1,0,0,40,2
62,88579,2,9,1,5,1,0,0,38,1
21,240517,3,10,1,5,1,0,0,70,1
58,156649,1,2,1,3,2,0,0,40,1
30,143392,5,13,2,5,1,0,0,40,1
37,365465,2,9,1,5,2,0,0,70,1
22,264710,5,13,1,5,1,0,0,40,1
64,223830,1,5,1,5,1,0,0,38,1
42,154374,2,9,2,5,2,0,0,50,2
43,242521,2,9,2,5,2,0,0,40,1
34,124569,3,10,1,5,1,0,0,40,1
25,209230,2,9,1,5,1,0,0,6,1
21,162228,3,10,1,5,2,0,0,40,1
45,60267,2,9,2,5,2,0,0,40,2
55,76901,4,12,2,5,2,0,0,55,2
24,137876,2,9,1,5,2,0,0,50,1
70,347910,3,10,2,5,2,0,0,35,1
27,138917,5,13,1,5,2,0,0,35,1
34,532379,3,10,2,5,2,0,0,40,1
57,31532,5,13,2,5,2,0,0,40,1
37,30973,2,9,2,5,2,0,0,40,1
52,117295,1,2,2,5,2,0,0,50,2
32,295282,2,9,2,5,2,0,0,48,1
42,190786,4,11,2,5,2,0,0,40,1
24,246207,5,13,1,3,1,0,0,40,1
50,130780,2,9,2,3,2,0,0,40,1
36,186212,4,12,2,5,2,0,0,50,1
42,175526,2,9,2,5,2,0,0,40,1
40,207025,2,9,1,5,1,6849,0,38,1
39,82622,5,13,1,5,2,0,0,45,1
51,199688,5,13,2,5,2,0,1977,60,2
38,318886,5,13,2,3,2,0,0,52,1
18,256005,2,9,1,5,2,0,0,40,1
63,217715,1,3,1,5,1,0,0,3,1
50,205803,6,14,2,5,2,15024,0,40,2
82,240491,2,9,2,5,2,0,0,40,1
33,154120,2,9,1,5,2,0,0,45,1
37,69251,3,10,2,2,2,0,0,40,1
24,333505,2,9,2,5,2,0,0,40,1
31,168521,5,13,1,5,1,0,0,50,1
59,193568,2,9,1,5,1,0,0,40,1
18,426895,1,8,1,5,2,0,0,55,1
47,131826,3,10,2,5,2,0,0,40,1
48,79646,1,7,2,5,2,0,0,50,1
27,167031,5,13,1,4,1,0,0,33,1
34,73199,1,7,1,2,2,0,0,40,1
50,114056,4,11,2,5,2,0,0,84,1
57,110417,3,10,2,5,2,0,0,75,1
60,33266,2,9,2,5,2,0,0,40,1
39,154410,2,9,2,5,2,0,0,40,2
56,154537,3,10,1,5,1,0,0,50,2
18,27780,2,9,1,5,1,0,0,25,1
26,142914,4,12,2,5,1,0,0,75,1
37,190987,3,10,2,5,1,7298,0,40,2
20,314422,2,9,1,5,1,0,0,30,1
29,273771,6,14,1,5,2,0,0,45,1
30,175083,2,9,1,5,2,0,0,52,1
21,63665,3,10,1,5,2,0,0,15,1
24,193416,3,10,1,5,1,0,0,40,1
51,74275,2,9,2,5,2,0,0,40,1
31,122609,2,9,1,5,1,0,0,40,1
45,225456,5,13,2,5,2,0,1977,40,2
36,116892,3,10,2,5,2,0,0,40,1
29,196971,5,13,1,5,1,0,0,72,1
20,105312,2,9,1,5,1,0,0,35,1
46,108699,3,10,1,5,1,0,0,60,1
44,171615,2,9,2,5,2,0,0,45,1
39,388023,2,9,1,5,1,0,0,38,1
39,181553,5,13,1,5,2,0,0,55,1
45,170850,2,9,2,5,2,0,0,44,2
28,187479,3,10,2,5,2,0,0,55,1
44,277720,3,10,2,5,1,0,0,35,1
48,493862,2,9,2,3,2,7298,0,38,2
27,220754,2,9,1,5,1,0,0,70,1
34,209768,2,9,2,5,2,0,0,40,1
35,93225,2,9,2,5,2,0,0,40,1
28,341709,2,9,1,5,2,0,0,40,1
25,236242,7,15,1,5,1,0,0,30,1
21,121889,3,10,1,3,1,0,0,20,1
18,318190,1,7,1,5,2,0,0,15,1
63,111306,1,4,1,5,1,0,0,10,1
18,198614,1,7,1,3,1,0,0,8,1
32,193231,2,9,2,5,2,0,0,40,1
25,104614,1,7,1,5,1,0,0,40,1
19,172368,1,7,1,5,2,0,0,20,1
23,60331,3,10,1,5,2,0,0,60,1
38,154568,6,14,2,2,2,0,0,40,1
36,192939,6,14,2,5,2,0,1977,60,2
43,138184,2,9,1,3,1,0,1762,35,1
45,238567,5,13,2,5,2,0,0,40,2
30,208068,2,9,2,4,2,0,0,40,1
46,181810,2,9,2,3,2,4064,0,40,1
24,283918,3,10,1,3,1,0,0,25,1
42,107276,3,10,1,5,1,0,2444,40,2
23,37783,3,10,1,5,1,0,0,40,1
27,263552,2,9,1,5,2,0,0,50,1
48,255439,3,10,1,5,2,0,0,40,1
31,344275,2,9,1,5,2,0,0,44,1
31,70568,1,2,1,5,1,0,0,25,1
18,127827,1,8,1,5,1,0,0,25,1
36,185203,2,9,1,5,1,0,0,40,1
58,123436,5,13,2,5,2,7688,0,50,2
51,136322,2,9,2,5,2,0,1579,40,1
22,187052,2,9,1,5,1,0,0,40,1
72,177769,1,6,2,5,2,0,0,15,1
61,68268,1,6,2,5,2,0,0,55,1
42,424855,3,10,2,5,2,3908,0,40,1
37,81853,2,9,1,2,1,0,0,40,1
30,153549,2,9,2,5,2,0,0,50,2
40,271393,4,12,1,5,1,0,0,40,1
20,198148,2,9,1,5,2,0,0,40,1
65,469602,5,13,2,5,2,0,0,15,1
36,163290,3,10,1,5,1,0,0,40,1
37,295949,2,9,1,5,2,0,0,40,1
33,125279,3,10,2,5,2,0,0,60,1
64,182866,2,9,1,5,1,0,0,40,1
61,111563,5,13,2,5,2,0,0,20,2
38,34173,5,13,1,5,1,0,0,45,1
27,183627,5,13,2,5,2,0,1977,50,2
24,197757,5,13,1,2,1,0,0,40,1
39,98941,5,13,1,5,2,0,0,40,2
44,205474,5,13,2,5,2,0,0,40,2
47,206659,3,10,1,5,1,0,0,40,1
73,191394,7,15,2,5,2,0,0,40,1
66,244661,5,13,2,2,2,0,0,40,1
53,47396,3,10,2,5,2,0,0,50,2
43,270721,5,13,2,5,2,0,0,55,2
57,32694,8,16,2,5,2,0,0,40,2
44,171256,4,12,1,5,1,0,0,45,1
59,169982,5,13,2,5,2,0,2002,50,1
52,217210,2,9,1,3,1,0,0,40,1
46,218329,3,10,1,5,2,0,0,40,1
20,386643,3,10,1,5,1,0,0,40,1
37,125933,2,9,2,5,2,0,0,40,2
41,155767,3,10,2,5,2,0,0,50,1
39,432555,2,9,2,3,2,0,1628,40,1
30,54929,2,9,2,5,2,0,0,55,1
59,162136,3,10,1,5,2,0,0,56,1
22,256504,5,13,1,5,1,0,0,40,1
40,162098,2,9,1,5,1,0,0,30,1
39,103110,5,13,2,5,2,0,0,50,1
24,227610,1,6,1,5,1,0,0,58,1
63,176696,2,9,2,5,2,0,0,40,2
51,220019,4,12,1,5,1,0,0,40,1
34,242984,5,13,1,5,2,0,0,50,1
38,187847,4,11,2,5,2,0,0,50,2
17,132636,1,7,1,5,1,0,0,15,1
20,108887,3,10,1,5,1,0,0,25,1
42,195897,2,9,2,5,2,0,0,40,1
41,112181,5,13,2,5,1,0,0,12,2
56,391926,2,9,2,5,2,0,0,40,1
17,195505,1,6,1,5,2,0,0,5,1
31,43819,5,13,2,5,1,7688,0,43,2
23,145389,3,10,2,5,1,0,0,40,1
33,186824,3,10,1,5,2,0,0,40,1
36,101833,5,13,1,5,2,0,0,40,1
37,82283,1,3,2,2,2,0,0,40,1
52,99602,2,9,1,3,1,0,0,40,1
28,213276,2,9,2,5,2,0,0,50,1
59,424468,2,9,2,5,2,0,0,40,1
30,176123,1,6,1,2,2,0,0,40,1
32,38797,4,11,1,5,2,0,0,40,1
30,101859,1,4,1,5,2,0,0,50,1
53,87158,2,9,2,3,2,0,0,40,1
54,205066,1,6,2,5,2,0,0,36,1
26,56929,5,13,1,3,2,0,0,50,1
34,25322,5,13,2,2,2,0,2339,40,1
31,87950,4,11,1,1,1,0,0,40,1
